,network,node,k,ke,keN,s,sN,kc,kcN,bias
0,Mammalian Cell Cycle,MEK1,5,1.125,0.225,0.3125,0.0625,0.8125,0.1625,0.96875
0,Mammalian Cell Cycle,CDK4,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Mammalian Cell Cycle,CDK6,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Mammalian Cell Cycle,ErbB1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Mammalian Cell Cycle,ErbB2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Mammalian Cell Cycle,p27,5,1.125,0.225,0.3125,0.0625,0.8125,0.1625,0.03125
0,Mammalian Cell Cycle,CycE1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Mammalian Cell Cycle,ErbB1_2,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Mammalian Cell Cycle,CDK2,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Mammalian Cell Cycle,p21,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,Mammalian Cell Cycle,ErbB2_3,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Mammalian Cell Cycle,cMYC,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,Mammalian Cell Cycle,ErbB3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Mammalian Cell Cycle,ERa,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Mammalian Cell Cycle,EGF,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,PLCG,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,MAPK Cancer Cell Fate Network,EGFR,4,1.5208333333333335,0.38020833333333337,1.0,0.25,0.5208333333333335,0.13020833333333337,0.1875
0,MAPK Cancer Cell Fate Network,JUN,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,SMAD,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,CREB,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,AKT,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,MAPK Cancer Cell Fate Network,MDM2,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,MAPK Cancer Cell Fate Network,FGFR3,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,MAPK Cancer Cell Fate Network,TAOK,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,TAK1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,p14,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,RAS,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,MAPK Cancer Cell Fate Network,ERK,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,PDK1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,DUSP1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,Growth_Arrest,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,RSK,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,PTEN,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,ELK1,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,MAPK Cancer Cell Fate Network,Apoptosis,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,MAPK Cancer Cell Fate Network,p53,3,2.0,0.6666666666666666,1.5,0.5,0.5,0.16666666666666663,0.5
0,MAPK Cancer Cell Fate Network,FRS2,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,MAPK Cancer Cell Fate Network,p21,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,MAPK Cancer Cell Fate Network,GAB1,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,MAPK Cancer Cell Fate Network,MEK1_2,4,1.5208333333333335,0.38020833333333337,1.0,0.25,0.5208333333333335,0.13020833333333337,0.1875
0,MAPK Cancer Cell Fate Network,SPRY,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,PKC,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,RAF,4,1.5208333333333335,0.38020833333333337,1.0,0.25,0.5208333333333335,0.13020833333333337,0.1875
0,MAPK Cancer Cell Fate Network,MYC,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,MAPK Cancer Cell Fate Network,PI3K,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.625
0,MAPK Cancer Cell Fate Network,AP1,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,MAPK Cancer Cell Fate Network,p70,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,MAPK Cancer Cell Fate Network,MSK,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,MAPK Cancer Cell Fate Network,ATF2,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,MAPK Cancer Cell Fate Network,FOXO3,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,MAPK Cancer Cell Fate Network,BCL2,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,MAPK Cancer Cell Fate Network,Proliferation,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,MAPK Cancer Cell Fate Network,SOS,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,MAPK Cancer Cell Fate Network,MAP3K1_3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,JNK,5,2.375,0.475,1.25,0.25,1.125,0.22499999999999998,0.8125
0,MAPK Cancer Cell Fate Network,PPP2CA,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,MAX,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,FOS,4,1.5208333333333335,0.38020833333333337,1.0,0.25,0.5208333333333335,0.13020833333333337,0.1875
0,MAPK Cancer Cell Fate Network,MTK1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,GADD45,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,MAPK Cancer Cell Fate Network,p38,5,2.375,0.475,1.25,0.25,1.125,0.22499999999999998,0.8125
0,MAPK Cancer Cell Fate Network,ATM,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,GRB2,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,MAPK Cancer Cell Fate Network,TGFBR,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,TGFBR_stimulus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,DNA_damage,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,FGFR3_stimulus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,MAPK Cancer Cell Fate Network,EGFR_stimulus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Metabolic Interactions in the Gut Microbiome,Mollicutes,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Metabolic Interactions in the Gut Microbiome,Akkermansia,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Metabolic Interactions in the Gut Microbiome,Blautia,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,Metabolic Interactions in the Gut Microbiome,Clostridium_difficile,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Metabolic Interactions in the Gut Microbiome,Lachnospiraceae_other,4,1.625,0.40625,1.25,0.3125,0.375,0.09375,0.4375
0,Metabolic Interactions in the Gut Microbiome,Lachnospiraceae,4,1.625,0.40625,1.25,0.3125,0.375,0.09375,0.4375
0,Metabolic Interactions in the Gut Microbiome,Other,4,1.625,0.40625,1.25,0.3125,0.375,0.09375,0.4375
0,Metabolic Interactions in the Gut Microbiome,Enterobacteriaceae,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Metabolic Interactions in the Gut Microbiome,Clindamycin,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Metabolic Interactions in the Gut Microbiome,Enterococcus,5,1.125,0.225,0.3125,0.0625,0.8125,0.1625,0.96875
0,Metabolic Interactions in the Gut Microbiome,Barnesiella,4,1.625,0.40625,1.25,0.3125,0.375,0.09375,0.4375
0,Metabolic Interactions in the Gut Microbiome,Coprobacillus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Neurotransmitter Signaling Pathway,Calcium,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Neurotransmitter Signaling Pathway,Packaging_Proteins,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Neurotransmitter Signaling Pathway,Calcineurin,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Neurotransmitter Signaling Pathway,COMT,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Neurotransmitter Signaling Pathway,Exocytosis,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Neurotransmitter Signaling Pathway,Protein_Phosphatase_1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Neurotransmitter Signaling Pathway,Tryosine_hydroxylase,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Neurotransmitter Signaling Pathway,Protein_Kinase_A,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Neurotransmitter Signaling Pathway,Phospholipase_C,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Neurotransmitter Signaling Pathway,Glutamate_Receptor,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Neurotransmitter Signaling Pathway,DARPP32,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Neurotransmitter Signaling Pathway,Dopamine_Receptor_2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Neurotransmitter Signaling Pathway,Adenylate_cyclase,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Neurotransmitter Signaling Pathway,Dopamine,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Neurotransmitter Signaling Pathway,Dopamine_Receptor_1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Neurotransmitter Signaling Pathway,Glutamate,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Oxidative Stress Pathway,PKC,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Oxidative Stress Pathway,Mdm2,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Oxidative Stress Pathway,PIP3,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Oxidative Stress Pathway,Bach1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Oxidative Stress Pathway,p53,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Oxidative Stress Pathway,Ras,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Oxidative Stress Pathway,ROS,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Oxidative Stress Pathway,ARE,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,Oxidative Stress Pathway,ATM,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Oxidative Stress Pathway,Bad,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Oxidative Stress Pathway,GSK3b,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Oxidative Stress Pathway,PTEN,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Oxidative Stress Pathway,Nrf2,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,Oxidative Stress Pathway,PIP2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Oxidative Stress Pathway,PI3K,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Oxidative Stress Pathway,Keap1,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Oxidative Stress Pathway,Bcl2,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Oxidative Stress Pathway,Akt,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Oxidative Stress Pathway,Stress,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,Plasmin,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,FAK,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,uPA/PLAT,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,TrkA,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,Fosl1,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,PC12 Cell Differentiation,RAS,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,MSK1/2,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,Maff,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,PC12 Cell Differentiation,KLF2,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,PC12 Cell Differentiation,KLF5,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,PC12 Cell Differentiation,RSK,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,Stat3,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,DAG,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,FRS2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,MKK6,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,G(i/o),1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,KLF6,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,P38,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,Dusp6,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,Mmp3/10,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,ATF2,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,PC12 Cell Differentiation,P53,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,PC12 Cell Differentiation,SRF,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,RAP1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,AKT,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,Npy,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,ETS1,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,Ca2+,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,Egr1,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,PC12 Cell Differentiation,ECM,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,Itga1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,MKK7,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,MEKK4,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,GRB2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,MEK,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,JUND,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,JNK,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,MYC,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,PC12 Cell Differentiation,PI3K,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,ZFP36,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,NPYY1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,PKC,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,KLF10,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,PC12 Cell Differentiation,JUNB,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,PC12 Cell Differentiation,AP1,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.9375
0,PC12 Cell Differentiation,CREB,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,PC12 Cell Differentiation,FOS,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,PC12 Cell Differentiation,PLC,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,RAF,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,Mapk3k,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,BTG2,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,CITED2,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,PC12 Cell Differentiation,MEKK1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,uPAR,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,KLF4,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,PC12 Cell Differentiation,RAC1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,SOS,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,ARC,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,SHC,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,PC12 Cell Differentiation,ERK,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,C3G,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,PC12 Cell Differentiation,NGF,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Predicting Variabilities in Cardiac Gene,Nkx2.5,7,1.7221354166666671,0.2460193452380953,0.859375,0.12276785714285714,0.8627604166666671,0.12325148809523816,0.8828125
0,Predicting Variabilities in Cardiac Gene,GATAs,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,Predicting Variabilities in Cardiac Gene,Mesp1,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Predicting Variabilities in Cardiac Gene,Bmp2,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Predicting Variabilities in Cardiac Gene,Tbx5,6,1.677083333333334,0.279513888888889,1.0625,0.17708333333333334,0.6145833333333339,0.10243055555555566,0.203125
0,Predicting Variabilities in Cardiac Gene,exogen_CanWnt_I,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Predicting Variabilities in Cardiac Gene,Isl1,5,1.3984375,0.2796875,0.6875,0.1375,0.7109375,0.14218749999999997,0.90625
0,Predicting Variabilities in Cardiac Gene,exogen_CanWnt_II,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Predicting Variabilities in Cardiac Gene,Dkk1,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.625
0,Predicting Variabilities in Cardiac Gene,Tbx1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Predicting Variabilities in Cardiac Gene,Foxc1.2,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Predicting Variabilities in Cardiac Gene,exogen_BMP2_II,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Predicting Variabilities in Cardiac Gene,canWnt,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Predicting Variabilities in Cardiac Gene,Fgf8,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Predicting Variabilities in Cardiac Gene,exogen_BMP2_I,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,NfkB_H,5,1.7708333333333335,0.3541666666666667,1.3125,0.2625,0.4583333333333335,0.09166666666666667,0.40625
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,VCAM1_M,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,ERK_H,9,1.5820312500000009,0.1757812500000001,1.04296875,0.11588541666666667,0.5390625000000009,0.05989583333333344,0.244140625
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,VLA4_H,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,FoxO3a_H,4,1.5208333333333335,0.38020833333333337,1.0,0.25,0.5208333333333335,0.13020833333333337,0.1875
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,Bcatenin_H,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,lTLR,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,ROS_H,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,FoxO3a_M,4,1.5208333333333335,0.38020833333333337,1.0,0.25,0.5208333333333335,0.13020833333333337,0.1875
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,Gfi1_H,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,Cx43_M,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,GSK3B_H,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,CXCR7_H,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,GSK3B_M,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,PI3KAkt_M,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,GCSF,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,TLR_H,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,CXCL12_M,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,Bcatenin_M,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,NfkB_M,5,1.8958333333333335,0.3791666666666667,1.3125,0.2625,0.5833333333333335,0.1166666666666667,0.71875
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,TLR_M,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,CXCR4_H,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,IL1,6,2.234375,0.3723958333333333,1.5625,0.2604166666666667,0.671875,0.11197916666666663,0.609375
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,ROS_M,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,ERK_M,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,PI3KAkt_H,7,1.6708333333333334,0.2386904761904762,1.171875,0.16741071428571427,0.4989583333333334,0.07127976190476193,0.4765625
0,Processing of Spz Network from the Drosophila Signaling Pathway,ModSP,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.9375
0,Processing of Spz Network from the Drosophila Signaling Pathway,Spirit,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Processing of Spz Network from the Drosophila Signaling Pathway,PGRP_SD,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Processing of Spz Network from the Drosophila Signaling Pathway,Viru_Fact,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Processing of Spz Network from the Drosophila Signaling Pathway,DAP,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Processing of Spz Network from the Drosophila Signaling Pathway,SPE,5,1.125,0.225,0.3125,0.0625,0.8125,0.1625,0.96875
0,Processing of Spz Network from the Drosophila Signaling Pathway,GNBP3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Processing of Spz Network from the Drosophila Signaling Pathway,Spd,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Processing of Spz Network from the Drosophila Signaling Pathway,GNBP1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Processing of Spz Network from the Drosophila Signaling Pathway,Spz,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Processing of Spz Network from the Drosophila Signaling Pathway,Gd,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Processing of Spz Network from the Drosophila Signaling Pathway,Sphinx,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Processing of Spz Network from the Drosophila Signaling Pathway,Snk,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Processing of Spz Network from the Drosophila Signaling Pathway,Psh,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
